"Sum Acidity","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","sulphates","alcohol","quality"
-0.722984725037371,-1.0060341387447105,0.2830494137073395,0.04,2.2,0.069,8.0,15.0,0.9956,0.63,9.4,6.0
-0.846442064009328,-1.0060341387447105,0.1595920747353825,0.04,2.1,0.068,6.0,14.0,0.9955,0.64,9.4,6.0
-0.24788559159834825,-0.4692063358197093,0.22132074422136103,0.15,2.8,0.11,33.0,73.0,0.9955,0.63,10.2,6.0
-1.14967796630759,-0.6302546766972096,-0.5194232896103803,0.31,2.4,0.074,9.0,46.0,0.9962,0.54,9.4,6.0
-0.23983970240486974,-0.5228891161122092,0.2830494137073395,0.16,1.9,0.085,12.0,35.0,0.9968,0.62,9.5,7.0
1.1705545845482317,-0.2544752146497087,1.4250297991979404,0.05,1.9,0.074,8.0,19.0,0.9962,0.95,10.5,6.0
0.5465412225258934,-0.4155235555272089,0.9620647780531023,0.08,1.9,0.076,15.0,27.0,0.9967,0.54,9.5,6.0
1.0201905769260582,-0.8986685781597101,1.9188591550857683,0.0,2.4,0.104,14.0,30.0,0.9966,0.55,10.7,6.0
-2.242063794606397,-1.1670824796222106,-1.0749813149841865,0.48,1.8,0.069,18.0,61.0,0.9959,0.78,10.3,6.0
0.16548487235469583,0.0676214671052918,0.09786340524940403,0.28,1.9,0.11,20.0,136.0,0.9972,1.95,9.9,6.0
0.16548487235469583,0.0676214671052918,0.09786340524940403,0.28,1.9,0.11,20.0,136.0,0.9972,1.95,9.9,6.0
-1.2491281947070454,-2.026006964302212,0.7768787695951668,0.17,2.3,0.058,17.0,106.0,0.9932,0.6,12.9,6.0
0.236578653065077,-0.20079243435720875,0.43737108742228575,0.18,1.9,0.08,13.0,35.0,0.9972,0.59,9.0,6.0
0.7451805653089374,-0.09342687377220796,0.8386074390811453,0.3,2.1,0.084,11.0,50.0,0.9972,0.61,10.2,6.0
-0.20224870049932647,-0.361840775234709,0.1595920747353825,0.3,1.9,0.075,8.0,22.0,0.9959,0.56,10.4,6.0
0.236578653065077,-0.20079243435720875,0.43737108742228575,0.18,1.9,0.08,13.0,35.0,0.9972,0.59,9.0,6.0
-1.1442705211759596,-0.2544752146497087,-0.8897953065262509,0.53,2.5,0.091,18.0,80.0,0.9976,0.8,9.6,6.0
-0.14038947400541457,0.8728631714927935,-1.013252645498208,0.44,2.3,0.08,22.0,46.0,0.9988,0.67,9.7,6.0
0.0393890893208913,0.49708370944529306,-0.45769462012440176,0.31,2.2,0.09,13.0,62.0,0.9966,0.63,10.5,6.0
0.31307987890708855,-0.09342687377220796,0.40650675267929653,0.28,1.9,0.077,11.0,40.0,0.9978,0.61,10.0,6.0
0.1681233164165445,-0.361840775234709,0.5299640916512535,0.12,2.0,0.082,7.0,28.0,0.997,0.5,9.4,6.0
0.6432224498555676,0.1749870276902926,0.46823542216527503,0.04,2.2,0.119,14.0,56.0,0.9962,0.6,10.9,6.0
0.5411337773942628,-0.7913030175747098,1.3324367949689726,0.08,1.8,0.097,22.0,89.0,0.9959,0.54,9.2,6.0
0.6432224498555676,0.1749870276902926,0.46823542216527503,0.04,2.2,0.119,14.0,56.0,0.9962,0.6,10.9,6.0
0.46067488545947965,-0.2544752146497087,0.7151501001091883,0.16,1.8,0.065,3.0,16.0,0.9962,0.92,10.5,7.0
-0.846442064009328,-1.0060341387447105,0.1595920747353825,0.01,1.5,0.06,17.0,26.0,0.9952,0.58,9.8,6.0
3.18478223203601,-0.3081579949422086,3.492940226978219,0.05,2.2,0.084,13.0,29.0,0.9959,0.55,9.9,6.0
-2.585659699879984,-1.7575930628397116,-0.8280666370402724,0.0,1.8,0.05,27.0,63.0,0.9916,0.79,14.0,6.0
-2.585659699879984,-1.7575930628397116,-0.8280666370402724,0.0,1.8,0.05,27.0,63.0,0.9916,0.79,14.0,6.0
-0.7471223926178057,-0.8449857978672097,0.09786340524940403,0.1,2.3,0.074,12.0,30.0,0.9959,0.58,10.2,6.0
-0.6048042741891106,-0.14710965406470883,-0.45769462012440176,0.44,2.8,0.089,11.0,43.0,0.9975,0.61,10.5,6.0
-1.5200499832234606,-0.6302546766972096,-0.8897953065262509,0.47,2.1,0.077,5.0,11.0,0.9958,0.53,10.3,6.0
-0.12178980856454336,-0.8986685781597101,0.7768787695951668,0.18,1.9,0.079,18.0,86.0,0.9968,0.57,9.3,6.0
-0.017062692041390937,-0.361840775234709,0.34477808319331804,0.04,1.7,0.076,17.0,31.0,0.9964,0.56,10.0,6.0
0.06339619989339218,-0.8986685781597101,0.9620647780531023,0.07,2.1,0.089,11.0,44.0,0.9953,0.55,10.4,6.0
-0.5887124958021538,-0.2544752146497087,-0.3342372811524451,0.17,2.0,0.073,6.0,18.0,0.9972,0.61,9.2,6.0
-0.5887124958021538,-0.2544752146497087,-0.3342372811524451,0.17,2.0,0.073,6.0,18.0,0.9972,0.61,9.2,6.0
0.3237642121624147,-0.5765718964047092,0.9003361085671239,0.05,1.9,0.068,24.0,42.0,0.9961,0.57,11.5,6.0
-0.23983970240486974,-0.5228891161122092,0.2830494137073395,0.42,2.3,0.087,8.0,38.0,0.9972,0.61,10.5,6.0
-0.0520152498850861,-0.95235135845221,0.9003361085671239,0.21,1.9,0.079,8.0,62.0,0.997,0.58,9.3,6.0
-1.7562803279120476,-1.1133996993297102,-0.6428806285823373,0.25,1.9,0.074,21.0,49.0,0.9974,0.62,9.8,6.0
0.5494407806036088,1.6244220955877953,-1.0749813149841865,0.6,2.0,0.067,12.0,27.0,0.9981,0.97,10.1,6.0
0.5772750002609488,-1.6502275022547113,2.22750250251566,0.08,1.2,0.046,13.0,93.0,0.9924,0.85,13.0,7.0
-0.34707470598193657,0.6044492700302929,-0.9515239760122295,0.47,1.4,0.056,9.0,24.0,0.99695,0.82,10.3,7.0
-1.0638116292411763,-0.7913030175747098,-0.2725086116664666,0.36,1.6,0.089,14.0,37.0,0.99615,0.56,9.2,6.0
1.2473169244061104,2.322298239390297,-1.0749813149841865,0.74,2.6,0.095,9.0,28.0,0.9994,0.77,10.8,7.0
1.2473169244061104,2.322298239390297,-1.0749813149841865,0.74,2.6,0.095,9.0,28.0,0.9994,0.77,10.8,7.0
0.28102687914110813,1.3560081941252946,-1.0749813149841865,0.58,2.1,0.054,7.0,19.0,0.998,0.88,10.5,7.0
1.0029101335161108,0.6581320503227928,0.34477808319331804,0.6,2.0,0.039,5.0,19.0,0.99585,0.86,12.4,6.0
1.2940119235201888,-0.2544752146497087,1.5484871381698975,0.24,2.8,0.083,10.0,62.0,0.99685,0.56,10.0,6.0
1.4673249336998069,1.678104875880295,-0.21077994218048812,0.64,2.1,0.059,5.0,15.0,0.998,0.67,10.2,6.0
1.2483750324211669,-0.361840775234709,1.610215807655876,0.08,2.4,0.092,10.0,41.0,0.9974,0.71,9.8,6.0
-1.1899074122749813,-0.361840775234709,-0.8280666370402724,0.37,2.0,0.082,24.0,58.0,0.9964,0.59,9.4,6.0
1.1222792493873617,0.0676214671052918,1.05465778228207,0.25,2.0,0.083,8.0,28.0,0.99815,0.6,10.0,6.0
-0.6880321671936755,-0.4155235555272089,-0.2725086116664666,0.25,2.6,0.073,29.0,63.0,0.99615,0.58,10.5,6.0
0.9438199080919809,0.22866980798279252,0.7151501001091883,0.5,2.0,0.337,27.0,81.0,0.9964,1.61,9.5,6.0
-0.6880321671936755,-0.4155235555272089,-0.2725086116664666,0.25,2.6,0.073,29.0,63.0,0.99615,0.58,10.5,6.0
-1.7214583270762862,-1.7575930628397116,0.03613473576342552,0.04,1.6,0.054,19.0,106.0,0.9927,0.62,12.2,7.0
-0.8356271737460674,-0.2544752146497087,-0.5811519590963588,0.06,1.8,0.078,12.0,49.0,0.99625,0.52,9.9,6.0
-0.6289419417695454,0.013938686812791881,-0.6428806285823373,0.2,2.8,0.09,18.0,58.0,0.998,0.7,9.6,6.0
3.0989158949695956,-0.14710965406470883,3.2460255490343046,0.09,2.3,0.065,7.0,37.0,0.99685,0.55,9.0,6.0
0.2781273210633929,-0.6839374569897094,0.9620647780531023,0.0,1.9,0.097,14.0,38.0,0.99675,0.58,9.0,6.0
0.2781273210633929,-0.6839374569897094,0.9620647780531023,0.0,1.9,0.097,14.0,38.0,0.99675,0.58,9.0,6.0
0.37072032529236054,-0.6839374569897094,1.05465778228207,0.0,1.9,0.097,15.0,39.0,0.99675,0.58,9.2,6.0
0.2781273210633929,-0.6839374569897094,0.9620647780531023,0.0,1.9,0.097,14.0,38.0,0.99675,0.58,9.0,6.0
3.0989158949695956,-0.14710965406470883,3.2460255490343046,0.09,2.3,0.065,7.0,37.0,0.99685,0.55,9.0,6.0
1.311684037953937,1.8928359970502957,-0.5811519590963588,0.56,2.1,0.093,6.0,24.0,0.99925,0.71,10.9,6.0
0.2378978750960009,-0.4155235555272089,0.6534214306232098,0.1,1.8,0.102,28.0,109.0,0.99565,0.49,9.8,6.0
1.8727800654673064,3.503319405825299,-1.6305393403579926,0.44,2.2,0.075,10.0,24.0,1.00005,0.84,9.2,7.0
1.8727800654673064,3.503319405825299,-1.6305393403579926,0.44,2.2,0.075,10.0,24.0,1.00005,0.84,9.2,7.0
0.5169961098138282,-0.6302546766972096,1.1472507865110377,0.0,2.0,0.084,6.0,23.0,0.9983,0.96,9.9,6.0
-0.07074547233389084,-0.4155235555272089,0.34477808319331804,0.06,1.7,0.074,9.0,39.0,0.99615,0.48,9.8,6.0
0.5169961098138282,-0.6302546766972096,1.1472507865110377,0.0,2.0,0.084,6.0,23.0,0.9983,0.96,9.9,6.0
0.2971186575280652,1.2486426335402947,-0.9515239760122295,0.44,1.6,0.063,16.0,37.0,0.9985,0.78,10.0,6.0
0.03925853231295695,-0.7376202372822098,0.7768787695951668,0.0,1.8,0.074,16.0,34.0,0.9972,0.7,9.9,6.0
0.03925853231295695,-0.7376202372822098,0.7768787695951668,0.0,1.8,0.074,16.0,34.0,0.9972,0.7,9.9,6.0
-0.19407225429791453,0.8191803912002935,-1.013252645498208,0.47,2.6,0.085,14.0,33.0,0.99965,0.8,10.5,7.0
0.4635744435371958,1.7854704364652958,-1.3218959929281,0.52,1.8,0.071,6.0,10.0,0.9968,0.72,10.2,7.0
-1.074495962496503,-0.3081579949422086,-0.7663379675542943,0.46,3.6,0.078,15.0,37.0,0.9973,0.86,12.8,8.0
-0.4384790451879132,-0.8449857978672097,0.40650675267929653,0.04,3.0,0.077,7.0,27.0,0.9987,0.91,9.4,6.0
-0.19130325322813246,1.6244220955877953,-1.8157253488159277,0.51,4.0,0.104,4.0,23.0,0.9996,0.97,10.1,6.0
0.12921309248007717,-0.3081579949422086,0.43737108742228575,0.06,4.0,0.087,27.0,61.0,0.9965,0.67,10.7,6.0
-0.19130325322813246,1.6244220955877953,-1.8157253488159277,0.51,4.0,0.104,4.0,23.0,0.9996,0.97,10.1,6.0
0.12921309248007717,-0.3081579949422086,0.43737108742228575,0.06,4.0,0.087,27.0,61.0,0.9965,0.67,10.7,6.0
-0.4384790451879132,-0.8449857978672097,0.40650675267929653,0.04,3.0,0.077,7.0,27.0,0.9987,0.91,9.4,6.0
-0.19130325322813246,1.6244220955877953,-1.8157253488159277,0.51,4.0,0.104,4.0,23.0,0.9996,0.97,10.1,6.0
0.028704756065564774,0.9802287320777943,-0.9515239760122295,0.45,6.4,0.073,5.0,13.0,0.9976,0.82,12.6,8.0
-0.22902481214160925,0.22866980798279252,-0.45769462012440176,0.32,5.6,0.087,10.0,47.0,0.9991,0.77,10.5,7.0
0.2488433223671953,1.5707393152952953,-1.3218959929281,0.44,3.6,0.071,6.0,19.0,0.9986,0.82,9.3,6.0
-1.6756908789693306,-0.4155235555272089,-1.2601673234421216,0.68,3.5,0.358,5.0,10.0,0.9972,1.08,9.9,7.0
-0.22902481214160925,0.22866980798279252,-0.45769462012440176,0.32,5.6,0.087,10.0,47.0,0.9991,0.77,10.5,7.0
1.743784724355786,1.8928359970502957,-0.14905127269450963,0.55,2.0,0.073,25.0,49.0,0.9997,0.76,10.3,6.0
-0.980583736236611,-0.5228891161122092,-0.45769462012440176,0.12,3.0,0.092,29.0,53.0,0.9967,0.7,10.3,6.0
0.4043536611051312,0.12130424739779172,0.2830494137073395,0.09,2.5,0.091,20.0,49.0,0.9976,0.86,10.6,7.0
0.4043536611051312,0.12130424739779172,0.2830494137073395,0.09,2.5,0.091,20.0,49.0,0.9976,0.86,10.6,7.0
1.5021469345355691,1.0339115123702942,0.46823542216527503,0.23,2.7,0.091,18.0,48.0,0.9994,0.64,10.3,6.0
-1.5495950959355254,-0.8449857978672097,-0.7046092980683157,0.25,2.4,0.098,5.0,16.0,0.9964,0.6,10.1,6.0
1.762645503812525,2.5907121408527973,-0.8280666370402724,0.52,3.2,0.094,17.0,53.0,1.0014,0.81,9.5,6.0
-0.1781110329188912,-0.5228891161122092,0.34477808319331804,0.06,2.6,0.086,20.0,44.0,0.9965,0.59,10.7,6.0
-0.40603437439813317,1.4096909744177946,-1.8157253488159277,0.48,1.5,0.068,7.0,15.0,0.9973,0.64,10.1,6.0
1.3250068152711123,0.9802287320777943,0.34477808319331804,0.48,2.5,0.063,6.0,25.0,0.9998,0.59,9.3,6.0
0.5842627814393706,0.9802287320777943,-0.39596595063842366,0.42,2.4,0.213,6.0,14.0,0.9994,0.62,9.5,6.0
0.7077201204113277,0.9802287320777943,-0.2725086116664666,0.44,2.4,0.214,5.0,12.0,0.9994,0.63,9.5,6.0
-1.7132818808748742,-0.5765718964047092,-1.136709984470165,0.38,1.7,0.062,9.0,30.0,0.9968,0.53,9.5,6.0
1.3250068152711123,0.9802287320777943,0.34477808319331804,0.48,2.5,0.063,6.0,25.0,0.9998,0.59,9.3,6.0
0.03662008825110946,-0.3081579949422086,0.34477808319331804,0.24,2.0,0.072,15.0,105.0,0.996,0.54,9.4,6.0
0.19502998506676128,0.2823525882752924,-0.08732260320853114,0.31,2.8,0.093,19.0,98.0,0.99815,0.63,9.5,6.0
-1.503958204836504,-0.7376202372822098,-0.7663379675542943,0.29,2.5,0.096,20.0,53.0,0.9962,0.65,11.0,6.0
2.4307154208870934,0.6044492700302929,1.8262661508568006,0.12,2.9,0.082,30.0,74.0,0.99865,0.64,10.4,6.0
1.8590656171263316,0.7118148306152937,1.1472507865110377,0.39,3.2,0.083,21.0,59.0,0.9989,0.71,11.5,7.0
2.4307154208870934,0.6044492700302929,1.8262661508568006,0.12,2.9,0.082,30.0,74.0,0.99865,0.64,10.4,6.0
1.8590656171263316,0.7118148306152937,1.1472507865110377,0.39,3.2,0.083,21.0,59.0,0.9989,0.71,11.5,7.0
1.6953788321869827,0.9802287320777943,0.7151501001091883,0.42,2.8,0.09,35.0,73.0,0.999,0.7,9.5,6.0
0.9170437964496976,0.8191803912002935,0.09786340524940403,0.2,11.0,0.071,13.0,50.0,1.0015,0.69,9.2,6.0
0.9170437964496976,0.8191803912002935,0.09786340524940403,0.2,11.0,0.071,13.0,50.0,1.0015,0.69,9.2,6.0
2.022882959073613,1.678104875880295,0.34477808319331804,0.66,3.65,0.121,6.0,14.0,0.9978,0.74,11.5,7.0
1.384227597703176,2.6443949211452975,-1.2601673234421216,0.62,2.6,0.082,6.0,21.0,1.0002,0.67,9.7,6.0
0.22193665371697757,0.9265459517852933,-0.7046092980683157,0.64,2.9,0.122,10.0,41.0,0.998,0.66,12.5,6.0
0.22193665371697757,0.9265459517852933,-0.7046092980683157,0.64,2.9,0.122,10.0,41.0,0.998,0.66,12.5,6.0
0.3989462159735011,-0.2544752146497087,0.6534214306232098,0.28,3.2,0.066,21.0,114.0,0.9973,0.54,9.4,6.0
0.7773641220828507,-0.3081579949422086,1.0855221170250593,0.01,2.5,0.078,17.0,38.0,0.9963,0.74,11.7,7.0
3.2024543464697577,1.8391532167577958,1.363301129711962,0.53,3.4,0.128,7.0,21.0,0.9992,0.84,12.2,7.0
-0.0438388036836741,0.22866980798279252,-0.2725086116664666,0.45,1.9,0.052,6.0,16.0,0.9948,0.7,12.5,6.0
2.2054305234697003,2.107567118220296,0.09786340524940403,0.58,3.0,0.103,28.0,99.0,1.0008,1.0,11.5,6.0
0.9628112445566532,2.1612498985127964,-1.1984386539561431,0.54,2.3,0.082,12.0,29.0,0.9997,1.36,9.8,7.0
1.172134920595023,2.0002015576352954,-0.8280666370402724,0.5,2.4,0.066,10.0,21.0,1.0,1.18,9.2,6.0
0.8070397918028488,1.141277072955294,-0.3342372811524451,0.48,2.7,0.065,5.0,18.0,0.9972,0.87,11.3,6.0
0.7829021242224143,1.3023254138327947,-0.5194232896103803,0.47,1.8,0.118,6.0,14.0,0.9982,0.75,9.8,6.0
0.7829021242224143,1.3023254138327947,-0.5194232896103803,0.47,1.8,0.118,6.0,14.0,0.9982,0.75,9.8,6.0
2.430845977895027,1.8391532167577958,0.5916927611372313,0.5,2.6,0.082,6.0,32.0,1.0006,0.78,10.7,6.0
1.0980110247989927,-1.0060341387447105,2.104045163543703,0.02,2.7,0.072,17.0,34.0,0.9955,0.89,12.3,7.0
2.9569894475647023,2.859126042315298,0.09786340524940403,0.67,3.0,0.093,6.0,15.0,0.9986,0.93,12.0,6.0
1.1344133616815464,0.6044492700302929,0.5299640916512535,0.31,2.8,0.089,15.0,46.0,0.9979,0.92,10.0,6.0
2.2548945236535607,0.33603536856779237,1.9188591550857683,0.0,2.6,0.093,11.0,28.0,0.9994,0.86,9.4,6.0
2.4039393092448105,1.1949598532477939,1.2089794559970164,0.22,2.7,0.107,17.0,34.0,1.0004,0.98,9.9,6.0
2.3166231931395393,0.33603536856779237,1.980587824571747,0.0,2.6,0.096,11.0,26.0,0.9994,0.83,9.4,6.0
-2.9049873805652036,-1.274448040207211,-1.6305393403579926,0.4,1.4,0.066,41.0,165.0,0.9912,0.59,11.9,6.0
0.7504574534326337,-0.95235135845221,1.7028088118848437,0.01,2.4,0.078,17.0,32.0,0.9955,0.61,12.8,6.0
0.7533570115103491,1.0875942926627942,-0.3342372811524451,0.66,2.95,0.116,12.0,29.0,0.997,0.75,11.7,7.0
1.5666446050913292,1.8391532167577958,-0.2725086116664666,0.66,3.1,0.109,10.0,23.0,1.0,0.85,10.4,7.0
1.6337807197089373,2.214932678805296,-0.5811519590963588,0.66,2.6,0.088,10.0,41.0,1.001,0.68,9.8,6.0
-0.08142980558921784,0.0676214671052918,-0.14905127269450963,0.31,2.6,0.086,21.0,50.0,0.9982,0.91,9.9,6.0
3.1917700132144313,2.322298239390297,0.8694717738241345,0.66,5.8,0.083,7.0,42.0,1.0022,0.73,10.0,7.0
0.4849431100478484,0.8191803912002935,-0.3342372811524451,0.5,3.4,0.107,7.0,21.0,0.9979,0.93,11.8,6.0
3.1917700132144313,2.322298239390297,0.8694717738241345,0.66,5.8,0.083,7.0,42.0,1.0022,0.73,10.0,7.0
-0.7630836139968284,0.49708370944529306,-1.2601673234421216,0.53,2.4,0.074,6.0,18.0,0.9962,1.13,12.0,7.0
-1.7535113268422657,-0.3081579949422086,-1.445353331900057,0.4,1.6,0.056,11.0,25.0,0.9967,0.87,8.7,6.0
-0.8624032853883508,0.33603536856779237,-1.1984386539561431,0.48,1.8,0.067,26.0,46.0,0.9967,1.04,10.6,6.0
2.5705256522618747,2.966491602900298,-0.39596595063842366,0.63,3.8,0.089,6.0,47.0,1.0014,0.81,10.8,6.0
2.030928848267092,1.6244220955877953,0.40650675267929653,0.71,4.4,0.124,6.0,15.0,0.9984,0.83,11.8,7.0
1.4753708228932856,1.6244220955877953,-0.14905127269450963,0.5,3.0,0.078,19.0,47.0,1.0003,1.11,11.0,6.0
-0.7630836139968284,0.49708370944529306,-1.2601673234421216,0.53,2.4,0.074,6.0,18.0,0.9962,1.13,12.0,7.0
2.5019397586054084,1.5707393152952953,0.9312004433101131,0.66,6.2,0.088,6.0,24.0,0.9988,0.99,13.3,6.0
-0.42766415492465304,-0.09342687377220796,-0.3342372811524451,0.38,2.5,0.094,24.0,60.0,0.9979,0.7,10.8,6.0
-1.415322866700308,-0.09342687377220796,-1.3218959929281,0.42,2.0,0.08,11.0,27.0,0.9974,0.8,9.4,6.0
2.440341646127363,2.805443262022797,-0.3651016158954344,0.68,2.9,0.085,17.0,43.0,1.0014,0.8,10.0,6.0
-1.415322866700308,-0.09342687377220796,-1.3218959929281,0.42,2.0,0.08,11.0,27.0,0.9974,0.8,9.4,6.0
-1.415322866700308,-0.09342687377220796,-1.3218959929281,0.42,2.0,0.08,11.0,27.0,0.9974,0.8,9.4,6.0
0.3854928816483931,-0.5765718964047092,0.9620647780531023,0.07,2.4,0.09,11.0,37.0,0.9979,0.76,9.7,6.0
0.04466597744458756,-0.361840775234709,0.40650675267929653,0.26,2.0,0.088,23.0,48.0,0.9981,0.74,9.2,6.0
1.0538239127388298,-0.09342687377220796,1.1472507865110377,0.15,1.9,0.079,17.0,42.0,0.9972,0.54,9.6,6.0
-0.4491633784432401,-0.361840775234709,-0.08732260320853114,0.26,1.9,0.088,23.0,53.0,0.9981,0.74,9.2,6.0
0.023297310933934168,0.6044492700302929,-0.5811519590963588,0.31,2.5,0.096,16.0,49.0,0.9982,0.7,10.0,7.0
0.7772335650749163,-1.5428619416697116,2.320095506744628,0.05,1.4,0.045,12.0,88.0,0.9924,0.82,12.9,8.0
2.440341646127363,2.805443262022797,-0.3651016158954344,0.68,2.9,0.085,17.0,43.0,1.0014,0.8,10.0,6.0
1.2499553684679583,1.8928359970502957,-0.6428806285823373,0.76,4.2,0.066,7.0,38.0,1.0004,0.6,13.0,7.0
2.3395721956969835,1.6244220955877953,0.7151501001091883,0.59,2.6,0.087,13.0,49.0,0.9988,0.65,11.0,6.0
2.3395721956969835,1.6244220955877953,0.7151501001091883,0.59,2.6,0.087,13.0,49.0,0.9988,0.65,11.0,6.0
-1.7374195484553088,-0.4155235555272089,-1.3218959929281,0.3,1.7,0.059,20.0,38.0,0.9949,0.47,10.8,6.0
2.036336293398721,2.0002015576352954,0.03613473576342552,0.54,2.6,0.085,19.0,64.0,1.0,0.61,10.5,6.0
2.347618084890462,1.5707393152952953,0.7768787695951668,0.49,2.7,0.085,10.0,41.0,0.9994,0.63,10.5,6.0
-0.8919483981004164,0.12130424739779172,-1.013252645498208,0.46,1.4,0.059,11.0,25.0,0.9966,0.76,10.1,6.0
0.5010348884348056,0.7118148306152937,-0.21077994218048812,0.47,2.5,0.063,9.0,28.0,0.9981,0.65,10.8,6.0
1.3734127074399154,1.8928359970502957,-0.5194232896103803,0.66,3.0,0.093,12.0,30.0,0.9996,0.63,10.8,7.0
0.20584487533002183,1.0339115123702942,-0.8280666370402724,0.58,3.7,0.174,6.0,16.0,0.997,0.7,11.3,6.0
0.0098439766088258,0.2823525882752924,-0.2725086116664666,0.34,2.5,0.08,26.0,86.0,0.9987,0.62,9.5,6.0
0.3078029907833918,0.7654976109077936,-0.45769462012440176,0.53,6.7,0.097,6.0,19.0,0.9986,0.82,11.7,7.0
1.1774118087187193,1.141277072955294,0.03613473576342552,0.64,2.2,0.111,6.0,20.0,0.997,0.66,11.7,6.0
1.258001257661437,1.8391532167577958,-0.5811519590963588,0.51,2.0,0.121,7.0,20.0,0.9996,0.76,10.4,6.0
1.0807305813890464,0.550766489737793,0.5299640916512535,0.33,2.4,0.089,35.0,67.0,0.9972,0.73,11.8,7.0
1.2523326985139391,-1.0060341387447105,2.2583668372586496,0.03,2.3,0.059,32.0,48.0,0.9952,0.56,12.3,7.0
-0.35775903923726293,1.0875942926627942,-1.445353331900057,0.47,2.1,0.066,6.0,24.0,0.9978,0.9,11.0,7.0
1.2523326985139391,-1.0060341387447105,2.2583668372586496,0.03,2.3,0.059,32.0,48.0,0.9952,0.56,12.3,7.0
0.09557975666730623,-1.1133996993297102,1.2089794559970164,0.08,2.1,0.045,19.0,48.0,0.9949,0.49,11.4,6.0
2.4387613100805723,0.550766489737793,1.8879948203427792,0.22,1.9,0.077,6.0,32.0,0.9988,0.56,10.6,6.0
4.5806650766489465,2.322298239390297,2.2583668372586496,0.63,2.4,0.088,13.0,35.0,0.9997,0.6,10.4,6.0
-0.35775903923726293,1.0875942926627942,-1.445353331900057,0.47,2.1,0.066,6.0,24.0,0.9978,0.9,11.0,7.0
1.1962725881754586,1.8391532167577958,-0.6428806285823373,0.69,2.3,0.078,12.0,24.0,0.9958,0.65,12.8,6.0
0.6379455617318706,1.0339115123702942,-0.39596595063842366,0.55,3.2,0.076,22.0,54.0,0.9996,0.89,9.9,6.0
0.9545042413473077,-0.2544752146497087,1.2089794559970164,0.3,2.0,0.06,38.0,62.0,0.9958,0.56,10.2,6.0
1.2606397017232849,1.4096909744177946,-0.14905127269450963,0.73,3.2,0.066,6.0,22.0,0.9986,0.66,11.2,6.0
0.6379455617318706,1.0339115123702942,-0.39596595063842366,0.55,3.2,0.076,22.0,54.0,0.9996,0.89,9.9,6.0
1.201680033307088,2.214932678805296,-1.013252645498208,0.72,2.2,0.072,6.0,29.0,0.9987,0.82,9.8,8.0
1.381458596633394,1.8391532167577958,-0.45769462012440176,0.65,2.15,0.068,7.0,27.0,0.9988,0.68,11.3,6.0
5.126988547806284,3.8254160875802996,1.3015724602259842,0.76,3.7,0.1,6.0,43.0,1.0032,0.68,11.2,7.0
0.6084004490198054,0.8191803912002935,-0.21077994218048812,0.49,2.7,0.077,11.0,19.0,0.9963,0.63,11.6,7.0
-1.1122175214099803,-1.7039102825472117,0.5916927611372313,0.01,1.7,0.054,5.0,27.0,0.9934,0.84,12.5,7.0
2.160982297393669,0.550766489737793,1.610215807655876,0.1,2.1,0.079,6.0,31.0,0.9986,0.56,10.1,6.0
0.41239955029860986,0.0676214671052918,0.34477808319331804,0.22,2.0,0.1,7.0,27.0,0.9967,0.56,10.2,6.0
